                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.85071,                0.69136,                0.99243,                0.81169,                0.87756,                0.92859,                0.75759,                0.74059,                0.61762,                0.93466,              0.0084556,              0.0084556,              0.0084556
                    158,                 0.8513,                0.69382,                0.98796,                0.84125,                0.84431,                0.93076,                0.75638,                0.73936,                0.61869,                0.93262,              0.0084457,              0.0084457,              0.0084457
                    159,                0.85488,                0.70855,                0.99052,                0.79146,                0.91617,                0.93011,                0.75903,                0.73155,                0.62133,                0.92739,              0.0084358,              0.0084358,              0.0084358
                    160,                0.83373,                0.68614,                0.98408,                0.79592,                0.87425,                0.92627,                0.75141,                0.73086,                 0.6322,                0.92401,              0.0084259,              0.0084259,              0.0084259
                    161,                0.85514,                0.70078,                0.98552,                0.82446,                0.83832,                  0.922,                0.75052,                0.73257,                 0.6378,                0.92741,               0.008416,               0.008416,               0.008416
                    162,                0.85187,                0.69744,                0.98988,                0.77609,                0.89244,                0.92226,                 0.7454,                0.72296,                 0.6343,                 0.9201,              0.0084061,              0.0084061,              0.0084061
                    163,                0.83292,                0.67578,                0.97739,                0.81248,                 0.8562,                0.92548,                0.75154,                0.73523,                0.63002,                0.92836,              0.0083962,              0.0083962,              0.0083962
                    164,                0.85033,                0.68293,                0.98526,                0.78734,                0.89222,                0.92665,                0.75007,                0.72178,                0.63178,                0.92339,              0.0083863,              0.0083863,              0.0083863
                    165,                0.84171,                0.69256,                0.98452,                0.84077,                0.85368,                0.92983,                0.74802,                0.73482,                0.62465,                0.92835,              0.0083764,              0.0083764,              0.0083764
                    166,                 0.8388,                0.67646,                0.99234,                0.77937,                0.90957,                0.92235,                0.74988,                0.73951,                0.63321,                 0.9241,              0.0083665,              0.0083665,              0.0083665
                    167,                0.83645,                0.68439,                0.97838,                0.78426,                0.89249,                0.92437,                0.75401,                 0.7307,                0.63378,                0.92347,              0.0083566,              0.0083566,              0.0083566
                    168,                0.84732,                0.69219,                0.97734,                0.78206,                0.88101,                0.92219,                0.75133,                 0.7352,                0.62623,                0.92208,              0.0083467,              0.0083467,              0.0083467
                    169,                0.83778,                0.68756,                0.98475,                0.79894,                0.88623,                0.92729,                0.75739,                0.73404,                0.62509,                0.91842,              0.0083368,              0.0083368,              0.0083368
                    170,                0.83989,                0.68221,                0.97944,                0.80528,                0.87425,                0.92506,                0.75228,                0.72326,                0.62806,                0.91951,              0.0083269,              0.0083269,              0.0083269
                    171,                0.83249,                0.69023,                0.98408,                0.79798,                0.86826,                0.92649,                0.75235,                 0.7327,                0.62154,                0.91628,               0.008317,               0.008317,               0.008317
                    172,                 0.8504,                0.68228,                0.97711,                0.87177,                0.78443,                0.92663,                0.75234,                0.74538,                0.61395,                0.92142,              0.0083071,              0.0083071,              0.0083071
                    173,                0.84104,                0.68078,                0.98618,                 0.8774,                0.77138,                0.92067,                0.75149,                0.74224,                0.62266,                0.92629,              0.0082972,              0.0082972,              0.0082972
                    174,                0.83814,                0.68402,                0.97908,                0.79582,                0.88689,                0.92125,                 0.7533,                0.73773,                0.61229,                0.92233,              0.0082873,              0.0082873,              0.0082873
                    175,                0.83835,                0.67582,                 0.9797,                0.80396,                0.85948,                0.91872,                0.74525,                0.73397,                0.62067,                0.92284,              0.0082774,              0.0082774,              0.0082774
                    176,                0.84418,                 0.6925,                 0.9866,                 0.7809,                 0.8982,                 0.9194,                0.75055,                0.72218,                0.61623,                0.91927,              0.0082675,              0.0082675,              0.0082675
                    177,                0.83309,                0.68235,                0.97796,                0.88096,                0.79641,                0.92474,                0.75801,                0.72095,                0.60923,                0.91926,              0.0082576,              0.0082576,              0.0082576
                    178,                0.84163,                0.68919,                0.97921,                0.89139,                0.78633,                0.92559,                0.75649,                0.72107,                0.61171,                0.92518,              0.0082477,              0.0082477,              0.0082477
                    179,                 0.8319,                0.67903,                0.98369,                0.88723,                0.80091,                0.92357,                0.75164,                0.72282,                0.62178,                0.92483,              0.0082378,              0.0082378,              0.0082378
                    180,                0.82819,                0.68178,                0.97595,                0.84873,                0.81437,                0.92218,                0.74934,                0.72622,                0.62068,                0.92874,              0.0082279,              0.0082279,              0.0082279
                    181,                0.83091,                0.66746,                0.98246,                 0.8175,                 0.8503,                0.92064,                0.75256,                0.73073,                0.62958,                 0.9319,               0.008218,               0.008218,               0.008218
                    182,                0.85311,                0.68414,                0.98411,                0.84071,                0.82168,                0.92368,                0.75016,                0.73626,                0.63028,                0.93265,              0.0082081,              0.0082081,              0.0082081
                    183,                0.82704,                0.67189,                0.97936,                 0.8224,                 0.8503,                0.92386,                0.75869,                0.73418,                0.61986,                0.93493,              0.0081982,              0.0081982,              0.0081982
                    184,                0.82949,                0.67487,                0.97821,                0.82704,                0.86228,                0.92061,                0.75239,                0.74135,                 0.6252,                0.93462,              0.0081883,              0.0081883,              0.0081883
                    185,                 0.8166,                0.66521,                0.97855,                0.82831,                0.85629,                0.92768,                 0.7519,                0.75323,                0.61375,                0.93484,              0.0081784,              0.0081784,              0.0081784
                    186,                0.83487,                0.67433,                0.98084,                0.85172,                0.85992,                0.92543,                0.74909,                0.74995,                 0.6075,                0.93962,              0.0081685,              0.0081685,              0.0081685
                    187,                0.82465,                0.66581,                0.98113,                0.85842,                0.83504,                0.92374,                0.75156,                0.73866,                0.60375,                0.93585,              0.0081586,              0.0081586,              0.0081586
                    188,                0.82948,                0.67487,                0.98118,                0.85029,                0.83832,                0.92046,                0.75073,                0.73688,                0.60602,                0.93451,              0.0081487,              0.0081487,              0.0081487
                    189,                0.83078,                0.67714,                 0.9762,                0.85319,                 0.8352,                0.91951,                0.75141,                0.74063,                0.60978,                0.93636,              0.0081388,              0.0081388,              0.0081388
                    190,                0.82271,                0.67907,                0.97112,                0.85582,                0.81437,                0.92259,                0.75355,                0.73546,                0.61532,                0.93465,              0.0081289,              0.0081289,              0.0081289
                    191,                0.82884,                0.67215,                 0.9772,                0.83135,                0.82635,                0.92246,                0.75173,                 0.7423,                0.61167,                0.93812,               0.008119,               0.008119,               0.008119
                    192,                 0.8309,                0.67302,                0.97382,                0.83315,                0.83722,                0.92282,                0.75613,                0.73649,                0.62261,                0.93513,              0.0081091,              0.0081091,              0.0081091
                    193,                0.82504,                0.67234,                  0.975,                0.81691,                0.85629,                0.92252,                0.75289,                0.73232,                0.62597,                0.93414,              0.0080992,              0.0080992,              0.0080992
                    194,                0.82677,                 0.6726,                0.97869,                 0.7967,                0.86825,                0.91962,                0.74894,                0.72846,                0.62035,                0.92949,              0.0080893,              0.0080893,              0.0080893
                    195,                 0.8265,                0.68253,                0.97997,                0.78878,                 0.8982,                0.92155,                0.75112,                0.73035,                0.61081,                0.92529,              0.0080794,              0.0080794,              0.0080794
                    196,                0.83352,                0.68431,                0.98122,                0.79963,                0.88623,                0.92313,                0.74932,                0.72756,                0.61078,                0.93086,              0.0080695,              0.0080695,              0.0080695
                    197,                0.83336,                0.67719,                0.97442,                0.79974,                0.86087,                0.92194,                 0.7532,                0.72305,                0.61719,                0.93059,              0.0080596,              0.0080596,              0.0080596
                    198,                0.82155,                0.67247,                0.97362,                0.79973,                0.87425,                0.92248,                0.75772,                0.72374,                0.62255,                0.93176,              0.0080497,              0.0080497,              0.0080497
                    199,                0.82428,                0.66697,                0.98059,                0.79734,                 0.8717,                0.92281,                0.76088,                0.72274,                0.61903,                0.93239,              0.0080398,              0.0080398,              0.0080398
                    200,                0.82996,                0.66928,                0.97198,                 0.7988,                0.87425,                0.92392,                0.76366,                0.72152,                0.61657,                0.92987,              0.0080299,              0.0080299,              0.0080299
                    201,                0.81173,                0.66782,                 0.9761,                0.80578,                 0.8503,                0.92442,                0.76515,                0.71075,                0.62062,                0.92591,                0.00802,                0.00802,                0.00802
                    202,                0.82984,                0.67109,                0.97303,                0.79302,                0.84431,                0.92244,                0.75972,                 0.7112,                0.61968,                 0.9275,              0.0080101,              0.0080101,              0.0080101
